bit,LL_ptr
1567,20359
3068,39872
7531,65791
11775,78523
19805,102613
38341,158221
41405,167413
42751,171451
843,10947
3594,46710
16658,93172
20165,103693
21519,107755
36295,152083
39547,161839
41765,168493
1188,15432
3894,50610
15662,90184
17919,96955
20525,104773
22822,111664
30078,133432
42125,169573
1755,22803
2003,26027
2914,37870
19021,100261
20885,105853
24329,116185
32364,140290
42485,170653
429,5565
1373,17837
1795,23323
3000,38988
21245,106933
36439,152515
39942,163024
42845,171733
2,15
6,66
4090,53159
4456,56566
14122,85564
21606,108016
28574,128920
28641,129121
366,4746
1257,16329
2575,33464
4450,56548
6261,61981
21966,109096
40265,163993
40384,164350
726,9426
3095,40223
4254,55291
14088,85462
16935,94003
22326,110176
30894,135880
42374,170320
418,5422
1086,14106
1343,17447
2297,29849
6107,61519
22686,111256
38259,157975
41106,166516
629,8165
885,11493
1446,18786
10827,75679
21215,106843
23046,112336
26020,121258
28412,128434
1806,23466
1854,24090
2794,36310
3448,44813
20722,105364
22635,111103
23406,113416
23933,114997
229,2966
2166,28146
2518,32722
3033,39417
12870,81808
23766,114496
25186,118756
30084,133450
320,4148
502,6514
2526,32826
2542,33034
5139,58615
24126,115576
31923,138967
35720,150358
2886,37506
3960,51468
4116,53497
4997,58189
11283,77047
24486,116656
38802,159604
39697,162289
1478,19202
1960,25469
2710,35218
3246,42186
15382,89344
24846,117736
34180,145738
37139,154615
2319,30135
2751,35751
3606,46866
13978,85132
15169,88705
25206,118816
30833,135697
34081,145441
967,12559
2433,31617
3183,41367
3966,51547
11922,78964
25566,119896
29784,132550
34923,147968
1280,16628
3269,42486
4326,56176
16010,91228
20486,104656
22742,111424
25926,120976
37305,155113
55,703
619,8036
4259,55355
4686,57256
14429,86485
23597,113989
26286,122056
27362,125285
873,11337
1508,19592
5046,58336
8436,68506
9813,72637
26646,123136
28065,127393
29796,132586
1012,13144
3951,51351
5406,59416
9073,70417
20238,103912
25770,120508
27006,124216
38593,158977
1204,15640
3740,48608
5766,60496
6847,63739
12598,80992
27366,125296
31066,136396
37002,154204
787,10219
2133,27718
2334,30330
6126,61576
12536,80806
27726,126376
28200,127798
39166,160696
1913,24857
3331,43291
6486,62656
10695,75283
13949,85045
23975,115123
28086,127456
31701,138301
190,2459
3273,42537
6846,63737
17090,94468
18311,98131
24397,116389
28446,128536
30515,134743
641,8321
2138,27782
5976,61126
7206,64816
15877,90829
22170,109708
28806,129616
32723,141367
2579,33515
2684,34880
7566,65896
10330,74188
13151,82651
29166,130696
29361,131281
31427,137479
1310,17018
3085,40093
7926,66976
17485,95653
20080,103438
25548,119842
26873,123817
29526,131776
99,1275
1704,22140
4156,54016
8286,68056
19347,101239
29886,132856
41678,168232
41715,168343
986,12807
2992,38884
3968,51572
8646,69136
16239,91915
24696,117286
30246,133936
32093,139477
232,3004
496,6436
3281,42641
9006,70216
13488,83662
30606,135016
35335,149203
37894,156880
358,4643
1718,22322
9366,71296
19611,102031
19684,102250
27765,126493
29223,130867
30966,136096
440,5708
1528,19852
9726,72376
10950,76048
21135,106603
26186,121756
31326,137176
34774,147520
776,10076
3890,50559
3908,50792
8119,67555
10086,73456
31686,138256
37954,157060
40897,165889
3453,44877
4189,54445
10323,74167
10446,74536
20073,103417
26400,122398
32046,139336
32828,141682
1885,24493
3495,45423
6810,63628
10806,75616
12845,81733
31234,136900
32406,140416
35009,148225
1729,22465
2236,29056
2648,34412
4316,56096
11166,76696
32766,141496
36310,152128
42407,170419
513,6657
2124,27600
2750,35739
4092,53184
11526,77776
26539,122815
29159,130675
33126,142576
588,7632
3484,45280
3782,49155
9628,72082
11886,78856
33486,143656
37605,156013
40850,165748
1156,15016
2691,34971
12246,79936
18955,100063
20545,104833
23588,113962
24934,118000
33846,144736
988,12832
4120,53548
8638,69112
9585,71953
12606,81016
24688,117262
34206,145816
38930,159988
1354,17590
1965,25533
7003,64207
12966,82096
18654,99160
25580,119938
33018,142252
34566,146896
746,9686
1117,14509
3477,45189
7235,64903
13326,83176
34926,147976
35387,149359
35658,150172
1563,20308
3467,45059
7794,66580
11588,77962
13686,84256
33125,142574
35286,149056
36933,153997
212,2744
3994,51910
10541,74821
13347,83239
14046,85336
33504,143710
35646,150136
40276,164026
561,7281
2817,36609
8021,67261
14406,86416
19374,101320
34300,146098
36006,151216
42714,171340
942,12234
2624,34100
8865,69794
14766,87496
16868,93802
23254,112960
31509,137725
36366,152296
1902,24714
3630,47178
5582,59944
15126,88576
17429,95485
23146,112636
27121,124561
36726,153376
2502,32514
3554,46190
9913,72937
12135,79603
15486,89656
34755,147463
37086,154456
39332,161194
623,8087
1462,18994
9087,70459
15846,90736
21264,106990
32617,141049
33785,144553
37446,155536
2291,29771
3785,49193
13178,82732
14804,87610
16206,91816
27676,126226
30406,134416
37806,156616
153,1977
2926,38026
5425,59473
14801,87602
16566,92896
21663,108187
22189,109765
38166,157696
2273,29537
2462,31994
4886,57856
16926,93976
18182,97744
21680,108238
38526,158776
41183,166747
18,222
1780,23128
6821,63661
16443,92527
17286,95056
33301,143101
38886,159856
41849,168745
1151,14952
2115,27483
3855,50103
7857,66769
17646,96136
27132,124594
39246,160936
43147,172639
904,11740
3080,40029
8866,69796
11485,77653
18006,97216
39606,162016
40370,164308
42963,172087
192,2484
2086,27106
2425,31513
3614,46970
18366,98296
26697,123289
39966,163096
42118,169552
1138,14782
3078,40003
14561,86881
18412,98434
18726,99376
34372,146314
36392,152374
40326,164176
2403,31227
3693,47997
5162,58684
15527,89779
19086,100456
22569,110905
37461,155581
40686,165256
3156,41016
4002,52014
6420,62458
17858,96772
19446,101536
25317,119149
29044,130330
41046,166336
1568,20372
3069,39885
7532,65794
11776,78526
19806,102616
38342,158224
41406,167416
42752,171454
844,10960
3595,46723
16659,93175
20166,103696
21520,107758
36296,152086
39548,161842
41766,168496
1189,15445
3895,50623
15663,90187
17920,96958
20526,104776
22823,111667
30079,133436
42126,169576
1756,22816
2004,26040
2915,37883
19022,100264
20886,105856
24330,116188
32365,140293
42486,170656
430,5578
1374,17850
1796,23336
3001,39001
21246,106936
36440,152518
39943,163027
42846,171736
3,28
7,79
4091,53172
4457,56569
14123,85567
21607,108019
28575,128923
28642,129124
367,4759
1258,16342
2576,33477
4451,56552
6262,61984
21967,109099
40266,163996
40385,164353
727,9439
3096,40236
4255,55304
14089,85465
16936,94006
22327,110179
30895,135883
42375,170323
419,5435
1087,14119
1344,17460
2298,29862
6108,61522
22687,111259
38260,157978
41107,166519
630,8178
886,11506
1447,18799
10828,75682
21216,106846
23047,112339
26021,121261
28413,128437
1807,23479
1855,24103
2795,36323
3449,44826
20723,105367
22636,111106
23407,113419
23934,115000
230,2979
2167,28159
2519,32735
3034,39430
12871,81811
23767,114499
25187,118759
30085,133453
321,4161
503,6527
2527,32839
2543,33047
5140,58618
24127,115579
31924,138970
35721,150361
2887,37519
3601,46802
4117,53510
4998,58192
11284,77050
24487,116659
38803,159607
39698,162292
1479,19215
1961,25482
2711,35231
3247,42199
15383,89347
24847,117739
34181,145741
37140,154618
2320,30148
2752,35764
3607,46879
13979,85135
15170,88708
25207,118819
30834,135700
34082,145444
968,12572
2434,31630
3184,41380
3967,51560
11923,78967
25567,119899
29785,132553
34924,147971
1281,16641
3270,42499
4327,56179
16011,91231
20487,104659
22743,111427
25927,120979
37306,155116
56,716
620,8049
4260,55368
4687,57259
14430,86488
23598,113992
26287,122059
27363,125288
874,11350
1509,19605
5047,58339
8437,68509
9814,72640
26647,123139
28066,127396
29797,132589
1013,13157
3952,51364
5407,59419
9074,70420
20239,103915
25771,120511
27007,124219
38594,158980
1205,15653
3741,48621
5767,60499
6848,63742
12599,80995
27367,125299
31067,136399
37003,154207
788,10232
2134,27731
2335,30343
6127,61579
12537,80809
27727,126379
28201,127801
39167,160699
1914,24870
3332,43304
6487,62659
10696,75286
13950,85048
23976,115126
28087,127459
31702,138304
191,2472
3274,42550
6847,63740
17091,94471
18312,98134
24398,116392
28447,128539
30516,134746
642,8334
2139,27795
5977,61129
7207,64819
15878,90832
22171,109711
28807,129619
32724,141370
2580,33528
2685,34893
7567,65899
10331,74191
13152,82654
29167,130699
29362,131284
31428,137482
1311,17031
3086,40106
7927,66979
17486,95656
20081,103441
25549,119845
26874,123820
29527,131779
100,1288
1705,22153
4157,54029
8287,68059
19348,101242
29887,132859
41679,168235
41716,168346
987,12820
2993,38897
3969,51585
8647,69139
16240,91918
24697,117289
30247,133939
32094,139480
233,3017
497,6450
3282,42654
9007,70219
13489,83665
30607,135019
35336,149206
37895,156883
359,4656
1719,22335
9367,71299
19612,102034
19685,102253
27766,126496
29224,130870
30967,136099
441,5721
1529,19865
9727,72379
10951,76051
21136,106606
26187,121759
31327,137179
34775,147523
777,10089
3891,50572
3909,50805
8120,67558
10087,73459
31687,138259
37955,157063
40898,165892
3454,44890
4190,54458
10324,74170
10447,74539
20074,103420
26401,122401
32047,139339
32829,141685
1886,24506
3496,45436
6811,63631
10807,75619
12846,81736
31235,136903
32407,140419
35010,148228
1730,22478
2237,29069
2649,34425
4317,56109
11167,76699
32767,141499
36311,152131
42408,170422
514,6670
2125,27613
2751,35752
4093,53197
11527,77779
26540,122818
29160,130678
33127,142579
589,7645
3485,45293
3783,49168
9629,72085
11887,78859
33487,143659
37606,156016
40851,165751
1157,15029
2692,34984
12247,79939
18956,100066
20546,104836
23589,113965
24935,118003
33847,144739
989,12845
4121,53561
8639,69115
9586,71956
12607,81019
24689,117265
34207,145819
38931,159991
1355,17603
1966,25546
7004,64210
12967,82099
18655,99163
25581,119941
33019,142255
34567,146899
747,9699
1118,14522
3478,45202
7236,64906
13327,83179
34927,147979
35388,149362
35659,150175
1564,20321
3468,45072
7795,66583
11589,77965
13687,84259
33126,142577
35287,149059
36934,154000
213,2757
3995,51923
10542,74824
13348,83242
14047,85339
33505,143713
35647,150139
40277,164029
562,7294
2818,36622
8022,67264
14407,86419
19375,101323
34301,146101
36007,151219
42715,171343
943,12247
2625,34113
8866,69797
14767,87499
16869,93805
23255,112963
31510,137728
36367,152299
1903,24727
3631,47191
5583,59947
15127,88579
17430,95488
23147,112639
27122,124564
36727,153379
2503,32527
3555,46203
9914,72940
12136,79606
15487,89659
34756,147466
37087,154459
39333,161197
624,8101
1463,19007
9088,70462
15847,90739
21265,106993
32618,141052
33786,144556
37447,155539
2292,29785
3786,49206
13179,82735
14805,87613
16207,91819
27677,126229
30407,134419
37807,156619
154,1990
2927,38039
5426,59476
14802,87605
16567,92899
21664,108190
22190,109768
38167,157699
2274,29550
2463,32007
4887,57859
16927,93979
18183,97747
21681,108241
38527,158779
41184,166750
19,235
1781,23141
6822,63664
16444,92530
17287,95059
33302,143104
38887,159859
41850,168748
1152,14965
2116,27496
3856,50116
7858,66772
17647,96139
27133,124597
39247,160939
43148,172642
905,11753
3081,40042
8867,69799
11486,77656
18007,97219
39607,162019
40371,164311
42964,172090
193,2497
2087,27119
2426,31526
3615,46983
18367,98299
26698,123292
39967,163099
42119,169555
1139,14795
3079,40016
14562,86884
18413,98437
18727,99379
34373,146317
36393,152377
40327,164179
2404,31240
3694,48010
5163,58687
15528,89782
19087,100459
22570,110908
37462,155584
40687,165259
3157,41029
4003,52027
6421,62461
17859,96775
19447,101539
25318,119152
29045,130333
41047,166339
1569,20385
3070,39898
7533,65797
11777,78529
19807,102619
38343,158227
41407,167419
42753,171457
845,10973
3596,46736
16660,93178
20167,103699
21521,107761
36297,152089
39549,161845
41767,168499
1190,15458
3896,50636
15664,90190
17921,96961
20527,104779
22824,111670
30080,133439
42127,169579
1757,22829
2005,26053
2916,37896
19023,100267
20887,105859
24331,116191
32366,140296
42487,170659
431,5591
1375,17863
1797,23349
3002,39014
21247,106939
36441,152521
39944,163030
42847,171739
4,41
8,92
4092,53185
4458,56572
14124,85570
21608,108022
28576,128926
28643,129127
368,4772
1259,16355
2577,33490
4452,56555
6263,61987
21968,109102
40267,163999
40386,164356
728,9452
3097,40249
4256,55317
14090,85468
16937,94009
22328,110182
30896,135886
42376,170326
420,5448
1088,14132
1345,17473
2299,29875
6109,61525
22688,111262
38261,157981
41108,166522
631,8191
887,11519
1448,18812
10829,75685
21217,106849
23048,112342
26022,121264
28414,128440
1808,23492
1856,24116
2796,36336
3450,44839
20724,105370
22637,111109
23408,113422
23935,115003
231,2992
2168,28172
2520,32748
3035,39443
12872,81814
23768,114502
25188,118762
30086,133456
322,4174
504,6540
2528,32852
2544,33060
5141,58621
24128,115582
31925,138973
35722,150364
2888,37532
3602,46815
4118,53523
4999,58195
11285,77053
24488,116662
38804,159610
39699,162295
1480,19228
1962,25495
2712,35244
3248,42212
15384,89350
24848,117742
34182,145744
37141,154621
2321,30161
2753,35777
3608,46892
13980,85138
15171,88711
25208,118822
30835,135703
34083,145447
969,12585
2435,31643
3185,41393
3968,51573
11924,78970
25568,119902
29786,132556
34925,147974
1282,16654
3271,42512
4328,56182
16012,91234
20488,104662
22744,111430
25928,120982
37307,155119
57,729
621,8062
4261,55381
4688,57262
14431,86491
23599,113995
26288,122062
27364,125291
875,11363
1510,19618
5048,58342
8438,68512
9815,72643
26648,123142
28067,127399
29798,132592
1014,13170
3953,51377
5408,59422
9075,70423
20240,103918
25772,120514
27008,124222
38595,158983
1206,15666
3742,48634
5768,60502
6849,63745
12600,80998
27368,125302
31068,136402
37004,154210
789,10245
2135,27744
2336,30356
6128,61582
12538,80812
27728,126382
28202,127804
39168,160702
1915,24883
3333,43317
6488,62662
10697,75289
13951,85051
23977,115129
28088,127462
31703,138307
192,2485
3275,42563
6848,63743
17092,94474
18313,98137
24399,116395
28448,128542
30517,134749
643,8347
2140,27808
5978,61132
7208,64822
15879,90835
22172,109714
28808,129622
32725,141373
2581,33541
2686,34907
7568,65902
10332,74194
13153,82657
29168,130702
29363,131287
31429,137485
1312,17044
3087,40119
7928,66982
17487,95659
20082,103444
25550,119848
26875,123823
29528,131782
101,1301
1706,22166
4158,54042
8288,68062
19349,101245
29888,132862
41680,168238
41717,168349
988,12833
2994,38910
3970,51598
8648,69142
16241,91921
24698,117292
30248,133942
32095,139483
234,3030
498,6463
3283,42667
9008,70222
13490,83668
30608,135022
35337,149209
37896,156886
360,4669
1720,22348
9368,71302
19613,102037
19686,102256
27767,126499
29225,130873
30968,136102
442,5734
1530,19878
9728,72382
10952,76054
21137,106609
26188,121762
31328,137182
34776,147526
778,10102
3892,50585
3910,50818
8121,67561
10088,73462
31688,138262
37956,157066
40899,165895
3455,44903
4191,54471
10325,74174
10448,74542
20075,103424
26402,122404
32048,139342
32830,141688
1887,24519
3497,45449
6812,63634
10808,75622
12847,81739
31236,136906
32408,140422
35011,148231
1731,22491
2238,29082
2650,34438
4318,56122
11168,76702
32768,141502
36312,152134
42409,170425
515,6683
2126,27626
2752,35765
4094,53210
11528,77782
26541,122821
28801,129602
33128,142582
590,7658
3486,45306
3784,49181
9630,72088
11888,78862
33488,143662
37607,156019
40852,165754
1158,15042
2693,34997
12248,79942
18957,100069
20547,104839
23590,113968
24936,118006
33848,144742
990,12858
4122,53574
8640,69118
9587,71959
12608,81022
24690,117268
34208,145822
38932,159994
1356,17616
1967,25559
7005,64213
12968,82102
18656,99166
25582,119944
33020,142258
34568,146902
748,9712
1119,14535
3479,45216
7237,64909
13328,83182
34928,147982
35389,149365
35660,150178
1565,20334
3469,45085
7796,66586
11590,77968
13688,84262
33127,142580
35288,149062
36935,154003
214,2770
3996,51936
10543,74827
13349,83245
14048,85342
33506,143716
35648,150142
40278,164032
563,7307
2819,36635
8023,67267
14408,86422
19376,101326
34302,146104
36008,151222
42716,171346
944,12260
2626,34126
8867,69800
14768,87502
16870,93808
23256,112966
31511,137731
36368,152302
1904,24740
3632,47204
5584,59950
15128,88582
17431,95491
23148,112642
27123,124567
36728,153382
2504,32540
3556,46216
9915,72943
12137,79609
15488,89662
34757,147469
37088,154462
39334,161200
625,8114
1464,19020
9089,70465
15848,90742
21266,106996
32619,141055
33787,144559
37448,155542
2293,29798
3787,49219
13180,82738
14806,87616
16208,91822
27678,126232
30408,134422
37808,156622
155,2003
2928,38052
5427,59479
14803,87608
16568,92902
21665,108193
22191,109771
38168,157702
2275,29563
2464,32020
4888,57862
16928,93982
18184,97750
21682,108244
38528,158782
41185,166753
20,248
1782,23154
6823,63667
16445,92533
17288,95062
33303,143107
38888,159862
41851,168751
1153,14978
2117,27509
3857,50129
7859,66775
17648,96142
27134,124600
39248,160942
43149,172645
906,11766
3082,40055
8868,69802
11487,77659
18008,97222
39608,162022
40372,164314
42965,172093
194,2510
2088,27132
2427,31539
3616,46996
18368,98302
26699,123295
39968,163102
42120,169558
1140,14808
3080,40030
14563,86887
18414,98440
18728,99382
34374,146320
36394,152380
40328,164182
2405,31253
3695,48023
5164,58690
15529,89785
19088,100462
22571,110911
37463,155587
40688,165262
3158,41042
4004,52040
6422,62464
17860,96778
19448,101542
25319,119155
29046,130336
41048,166342
1570,20398
3071,39911
